match_id,player_id,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution,minutes_played,position_name,duels_lost,index,period,minute,second,possession,duration,total_running_distance,passes_last_15_minute,should_be_subbed_x,should_be_subbed_y
15956,11304,0,0,19,5,3,19,3,0,0,1,4,0,1,1,0,0,3,1,0,0,0,26,0,0,3,0,1,0,41.66211666666666,Right Center Back,0,183492,150,4899,2356,10188,72.206692003,127.0198590960311,10,0,0
15956,20055,0,0,8,7,0,13,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,30,0,0,0,0,0,0,48.35525,Goalkeeper,0,124385,109,3287,2150,6931,117.080634,58.44056009664532,7,0,0
15973,3501,0,0,91,4,1,82,0,0,5,0,1,0,1,2,0,0,1,2,0,0,0,90,0,0,7,0,5,0,44.317433333333334,Left Midfield,0,439882,400,11249,8510,20040,271.588240003,502.2615537027758,34,0,0
15973,5203,1,0,41,3,1,31,0,0,0,1,5,0,0,1,0,0,1,1,0,0,0,55,0,0,11,0,0,1,45.12696666666667,Left Defensive Midfield,0,216100,203,5525,3575,10049,118.708621,80.07883867223443,13,0,0
15973,5211,0,0,60,4,2,51,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,67,0,0,9,0,1,0,45.073499999999996,Left Back,0,334467,293,8611,5745,15276,174.515409004,172.07506229132517,18,0,0
15973,5213,0,0,53,5,1,49,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,61,0,0,1,0,3,0,45.34515,Right Center Back,0,328335,281,8530,5164,14866,195.5614461,327.6921268837827,19,0,0
15973,5246,0,0,41,2,1,22,2,0,2,0,1,0,0,3,0,0,1,0,0,0,0,29,0,0,8,0,4,0,47.083099999999995,Left Center Forward,0,225495,181,5822,3300,10157,86.188134003,136.96107787747144,11,0,0
15973,5470,0,0,69,0,0,63,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,73,0,0,7,0,3,1,44.108050000000006,Right Center Midfield,0,278593,291,7074,6207,12835,211.386039003,257.280775944879,12,0,0
15973,5477,0,0,60,4,0,52,0,4,4,0,3,0,1,4,0,0,0,1,0,0,0,53,0,0,8,0,3,0,44.90853333333334,Right Midfield,0,350925,300,9044,6341,15954,170.100673003,324.3800195412224,18,0,0
15973,5492,0,0,35,3,2,33,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,5,0,0,1,45.09555,Left Center Back,0,169029,170,4303,3422,7874,133.367935,191.67536477631643,7,0,0
15973,5503,0,0,95,4,2,74,0,1,2,0,1,0,2,3,0,0,0,3,0,0,0,86,0,0,8,0,7,0,44.968066666666665,Right Center Forward,0,494551,427,12685,9060,22419,249.560712106,389.27785504843683,23,0,0
15973,6379,0,0,61,1,2,51,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,68,0,0,4,0,2,0,44.69475,Right Back,0,347235,293,8952,5713,15881,167.62631,200.18847018642185,17,0,0
15973,6734,0,0,32,3,1,32,5,3,0,1,1,0,1,1,0,0,1,0,0,0,0,34,0,0,4,0,1,0,44.229416666666665,Left Back,0,209775,188,5424,3646,9464,100.09631,149.72533148451586,9,0,0
15973,6788,0,0,14,0,1,12,8,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15,0,0,6,0,0,0,43.760149999999996,Left Center Back,0,76043,79,1956,1392,3437,55.117841,50.158984441874956,4,1,1
15973,6826,0,0,14,2,0,15,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,17,0,0,3,0,0,0,25.506716666666666,Left Center Back,0,155649,112,4106,1768,7013,52.257558,105.18962380960177,4,1,1
15973,6857,0,0,3,2,2,5,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,22.373316666666664,Right Center Back,0,72058,50,1898,907,3233,22.85512,53.71377890365574,4,1,1
15973,8206,0,0,27,2,0,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25,0,0,6,0,2,0,19.0593,Right Defensive Midfield,0,252575,164,6629,2661,11111,64.31272201,61.971494352112444,18,0,0
15973,9747,0,0,5,2,0,6,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,28,0,0,1,0,0,0,45.8971,Goalkeeper,0,126887,109,3286,2010,5692,124.87799000300001,53.50714633447184,8,0,0
15973,11392,0,0,13,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,12.020933333333334,Left Defensive Midfield,0,149339,92,3928,1677,6504,46.341551,76.28125264809759,14,0,0
15973,11669,1,0,41,5,5,36,1,1,1,2,3,0,3,0,0,0,0,1,0,0,0,43,0,0,21,0,1,0,46.59155,Left Defensive Midfield,0,287691,249,7436,4006,12995,117.960669003,103.58984659681894,10,0,0
15973,11671,0,0,23,1,1,14,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,17,0,0,10,0,2,1,44.71053333333334,Center Forward,0,94985,96,2418,2007,4381,57.661581,88.62798721168083,2,1,1
15973,11672,0,0,15,0,0,11,0,3,1,0,4,0,0,0,0,0,2,0,0,0,0,13,0,0,17,0,1,1,45.00171666666667,Right Center Forward,0,61911,83,1543,1637,2854,57.386023,83.11389202225544,1,1,1
15973,11673,0,0,24,1,1,19,0,0,2,0,1,0,1,1,0,0,2,1,0,0,0,19,0,0,6,0,1,1,44.8787,Right Midfield,0,99471,101,2512,2239,4644,58.2110251,118.22182603195967,6,0,0
15973,11674,0,0,27,3,1,26,1,1,1,0,3,0,5,0,0,0,0,1,0,0,0,37,0,0,12,0,0,0,46.409549999999996,Right Defensive Midfield,0,205269,180,5316,3579,9231,100.092736,56.300998524767735,11,0,0
15973,11675,0,0,42,3,1,36,0,0,1,2,0,0,1,0,0,0,3,0,0,0,0,44,0,0,18,0,0,0,44.78431666666667,Center Attacking Midfield,0,250623,220,6454,4334,11339,118.279426,227.86224963785907,14,0,0
15973,11676,0,0,26,4,5,26,2,2,0,0,4,0,1,2,0,0,1,1,0,0,0,37,0,0,8,0,0,0,44.31661666666666,Right Midfield,0,204353,179,5275,3454,9296,113.043693,173.88621949822107,13,0,0
15973,11677,0,0,18,3,0,19,4,1,0,2,4,0,0,1,0,0,1,1,0,1,0,26,0,0,9,0,0,0,43.37875,Right Back,0,144947,136,3761,2704,6543,70.271965,73.97928646968649,6,0,0
15973,11678,0,0,8,2,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,0,0,6,0,1,0,18.35875,Center Forward,0,99372,66,2620,1043,4402,34.128657,48.89768073925455,9,0,0
15973,12554,0,0,10,1,0,9,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,9,0,0,7,0,0,0,31.53151666666667,Left Midfield,0,115920,82,3055,1083,5169,44.657005,122.68404934522495,6,0,0
15973,20055,0,0,13,3,0,14,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,0,0,42.939883333333334,Goalkeeper,0,104977,94,2715,1738,4794,60.998559003,33.41523082778296,7,0,0
15978,3042,0,0,7,1,1,8,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,1,0,10.266,Left Defensive Midfield,0,118890,64,2779,1021,5206,30.785205,34.12952314918945,6,0,0
15978,3501,0,0,52,5,1,45,0,1,1,0,1,0,0,2,0,0,2,0,0,0,0,48,0,0,6,0,1,0,46.19975,Left Wing,0,465667,330,10618,5325,19753,151.9914981,192.45580610058988,8,0,0
15978,5203,0,0,33,3,0,34,1,0,1,1,1,0,0,3,0,0,1,0,0,0,0,39,0,0,8,0,0,0,36.7035,Center Defensive Midfield,0,388417,250,8880,3861,16524,119.150937003,107.6882517880445,8,0,0
15978,5211,0,0,49,6,3,47,1,0,1,1,2,0,0,1,0,0,2,0,0,0,0,65,0,0,8,0,0,0,47.41161666666667,Left Back,0,314172,268,7043,6000,13219,164.675491009,167.14471493206491,13,0,0
15978,5213,0,0,78,6,0,70,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,91,0,0,7,0,3,0,44.69185,Right Center Back,0,479700,376,10774,7934,20122,222.981381009,140.83933900845517,29,0,0
15978,5246,0,0,32,3,1,23,0,0,1,0,1,0,1,2,0,0,1,6,0,0,0,18,0,0,14,0,3,0,46.7364,Center Forward,0,231923,165,5266,3042,9834,64.825701003,90.77969634963036,5,0,0
