match_id,player_id,50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Injury Stoppage,Interception,Miscontrol,Offside,Own Goal Against,Own Goal For,Pass,Player Off,Player On,Pressure,Shield,Shot,Substitution,minutes_played,position_name,duels_lost,index,period,minute,second,possession,duration,total_running_distance,passes_last_15_minute,should_be_subbed_x,should_be_subbed_y
15978,5470,0,0,103,6,2,97,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,119,0,0,13,0,1,0,47.380199999999995,Right Center Midfield,0,640118,501,14381,10643,27009,308.14488701,237.58399428857066,29,0,0
15978,5477,0,0,47,6,2,44,0,1,6,0,3,0,1,2,0,0,1,3,0,0,0,44,0,0,9,0,2,1,43.58708333333333,Left Wing,0,300350,241,6685,5305,12507,141.491065,277.1412308008461,18,0,0
15978,5492,0,1,81,8,0,76,0,0,2,1,3,0,2,1,0,0,2,0,0,0,0,91,0,0,7,0,0,0,46.905433333333335,Left Center Back,0,464379,385,10437,7361,19585,286.324072003,385.408415580009,20,0,0
15978,5503,0,0,78,3,0,76,0,1,13,0,2,0,2,1,0,0,0,1,0,0,0,68,0,0,10,0,2,0,46.241483333333335,Right Wing,0,568557,422,12830,7858,23953,237.117247003,261.24640733928425,16,0,0
15978,5573,0,0,27,2,1,27,2,0,0,2,0,0,1,0,0,0,1,0,0,0,0,36,0,0,5,0,0,0,46.6125,Left Center Back,0,180700,145,4091,2557,7673,114.317264,115.50170661952868,12,0,0
15978,6374,0,0,46,1,1,47,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,51,0,0,3,0,0,1,43.60993333333333,Right Back,0,150273,154,3248,4107,6253,185.0206751,326.60635401187335,17,0,0
15978,6379,0,0,59,7,2,56,0,2,0,0,2,0,2,3,0,0,0,1,0,0,0,62,0,0,11,0,0,0,45.9593,Right Back,0,422597,320,9523,5457,17779,176.606464,176.21380668149112,15,0,0
15978,6605,0,0,21,1,0,21,3,0,0,1,1,0,3,1,0,0,2,2,0,0,0,38,0,0,14,0,0,0,46.477983333333334,Right Back,0,212735,154,4850,3352,9114,98.806183003,91.1487478040888,16,0,0
15978,6669,0,0,26,3,3,30,0,1,0,2,5,0,3,1,0,0,3,2,0,0,0,29,0,0,16,0,0,1,44.61,Left Midfield,0,206536,182,4619,3524,8729,114.454073,148.1907226132038,6,0,0
15978,6671,0,0,20,1,2,21,1,1,0,5,5,0,6,0,0,0,3,1,0,0,0,25,0,0,26,0,0,1,44.96918333333333,Left Defensive Midfield,0,240045,189,5406,3224,10119,88.419098,53.33545433218494,3,1,1
15978,6676,0,0,31,6,6,31,1,1,0,0,2,0,1,0,0,0,2,0,0,0,0,42,0,0,14,0,0,0,46.53345,Right Defensive Midfield,0,242560,202,5489,4279,10352,119.582665,113.5453101797448,11,0,0
15978,6679,0,0,23,5,1,27,9,1,0,0,4,0,1,1,0,0,1,0,0,0,0,28,0,0,5,0,1,0,46.8425,Right Center Back,0,184118,155,4136,3948,7818,110.806491,193.65865474508578,4,1,1
15978,6685,0,0,33,1,0,26,2,3,2,1,5,0,2,1,0,0,3,3,0,0,0,22,0,0,10,1,2,0,46.945299999999996,Right Midfield,0,221063,169,5034,2998,9443,89.326277,142.80152780336618,9,0,0
15978,6694,0,0,20,4,1,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,39,0,0,1,0,0,0,45.706,Goalkeeper,0,196720,155,4456,2497,8297,196.729763,90.85378045219589,11,0,0
15978,6695,0,0,35,0,0,20,0,2,1,0,3,0,0,1,0,0,3,0,0,0,0,19,0,0,11,0,3,0,42.0664,Left Center Forward,0,181504,142,4075,2654,7650,73.684184,84.66021164718566,5,0,0
15978,6704,0,0,29,4,2,32,3,0,1,0,2,0,0,2,0,0,1,2,0,0,0,39,0,0,11,0,1,0,44.77583333333334,Left Back,0,255981,198,5793,2960,10835,118.008085,165.0789961920854,11,0,0
15978,6899,0,0,35,4,3,32,0,2,2,1,7,0,2,0,0,0,2,0,0,0,0,35,0,0,20,0,0,1,44.90241666666667,Left Midfield,0,265249,212,5945,4222,11097,128.2024,280.45850835899085,6,0,0
15978,6906,0,0,4,1,0,3,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,17.578733333333332,Right Center Forward,0,60153,34,1392,402,2575,7.840166000000001,17.796250310233958,0,1,1
15978,6998,0,0,42,10,0,38,0,2,0,1,1,0,0,3,0,0,0,1,0,0,0,47,0,0,10,0,0,1,45.604283333333335,Right Center Midfield,0,206122,196,4545,4911,8599,113.048236,158.7039770027394,9,0,0
15978,8206,0,0,7,1,1,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,14.388783333333333,Left Center Midfield,0,119446,66,2784,923,5177,24.298825,7.94439543774554,8,0,0
15978,16210,0,0,5,1,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,9.68225,Left Midfield,0,69765,38,1626,696,3038,13.958083,19.96255938144853,5,0,0
15978,20055,0,0,21,5,0,22,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,0,0,47.074666666666666,Goalkeeper,0,211945,150,4862,2409,9088,117.818937003,42.48326580943127,10,0,0
15986,3501,0,0,29,2,0,26,1,1,2,1,0,0,0,3,0,0,1,0,0,0,0,26,0,0,4,0,4,0,33.482733333333336,Left Center Midfield,0,323974,200,7530,2777,16137,99.968319,216.53853696240674,13,0,0
15986,5203,0,0,104,0,2,85,2,1,0,1,4,0,2,1,0,0,0,2,0,0,0,106,0,0,19,0,1,0,48.02863333333333,Center Defensive Midfield,0,677425,502,15101,9660,32719,303.613932131,304.30829313731954,26,0,0
15986,5211,0,0,51,2,1,43,3,0,0,1,4,0,1,0,0,0,1,1,0,0,0,64,0,0,12,0,0,0,46.369816666666665,Left Back,0,398233,275,9024,5278,19510,174.294339001,217.04099621619147,28,0,0
15986,5213,1,1,97,9,2,96,0,0,0,1,0,0,1,1,0,0,2,1,0,0,0,116,0,0,3,0,1,0,46.78586666666667,Right Center Back,0,663942,495,14748,9826,32045,430.712763205,710.6834627424962,30,0,0
15986,5246,0,0,55,0,0,37,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,36,0,0,8,0,6,0,47.85363333333333,Left Center Forward,0,295966,223,6545,4007,14182,99.907995004,182.5185420499498,7,0,0
15986,5470,1,0,18,1,0,18,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,24,0,0,7,0,0,0,31.657483333333335,Right Center Midfield,0,241438,146,5651,1963,12121,65.17201299999999,81.19845346817235,11,0,0
15986,5477,0,0,28,1,0,24,0,2,2,0,0,0,0,0,0,0,2,4,0,0,0,23,0,0,7,0,1,1,47.67955,Left Wing,0,101609,96,2112,2843,4671,86.973876,172.04027695027074,6,0,0
15986,5492,0,0,21,3,0,20,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,29,0,0,1,0,1,0,46.56568333333333,Left Center Back,0,245016,154,5630,1754,12107,77.064789,94.51146067989016,10,0,0
15986,5503,1,0,91,3,2,76,0,2,9,0,1,0,1,2,0,0,0,4,0,0,0,76,0,0,7,0,6,0,47.906733333333335,Right Center Forward,0,556921,419,12359,7749,26789,236.343688004,422.7908356958594,18,0,0
15986,6351,0,0,42,5,0,25,0,1,2,0,7,0,2,2,0,0,2,2,0,0,0,24,0,0,31,0,2,0,48.05043333333333,Left Center Forward,0,279726,212,6216,3994,13418,100.82283,111.80571243180087,4,1,1
15986,6374,0,0,87,7,2,86,0,1,2,0,1,0,1,3,0,0,1,0,0,0,0,95,0,0,16,0,0,0,46.54598333333333,Right Back,0,473630,402,10240,9445,22516,265.934359104,283.3751768112472,19,0,0
15986,6560,0,0,36,2,1,30,1,0,1,0,0,0,2,1,0,0,3,1,0,0,0,44,0,0,29,0,1,0,46.04898333333333,Left Wing Back,0,307115,231,6775,4688,14653,134.83558299999999,100.08317897298681,13,0,0
15986,6565,1,0,38,1,4,28,3,0,1,3,2,0,1,1,0,0,1,1,0,0,0,42,0,0,26,0,0,0,48.05003333333333,Right Center Midfield,0,312878,225,6887,4370,14932,111.851158003,110.18912556133539,9,0,0
15986,6567,1,0,27,0,0,25,3,2,0,0,2,0,1,0,0,0,2,0,0,0,0,24,0,0,14,0,0,0,46.513533333333335,Left Center Midfield,0,287654,202,6450,2584,14038,72.311737006,77.75362054526308,7,0,0
15986,6570,0,0,35,3,1,35,0,0,1,3,3,0,3,1,0,0,0,0,0,0,0,41,0,0,18,0,0,1,47.31368333333333,Right Center Midfield,0,231468,190,4893,4706,10747,127.065581,185.61105583501944,10,0,0
15986,6572,1,0,30,2,0,30,1,0,0,0,4,0,2,0,0,0,2,0,0,0,0,36,0,0,11,0,0,0,45.0975,Left Center Back,0,244168,179,5377,3724,11702,106.51422,105.47524009746425,16,0,0
15986,6573,0,0,20,1,5,19,4,0,0,1,2,0,3,0,0,0,2,0,0,0,0,28,0,0,12,0,1,0,47.30041666666667,Center Back,0,199173,149,4392,3037,9594,97.772491,98.2425768188536,9,0,0
15986,6574,0,0,9,3,0,8,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,9,0,0,8,0,0,0,18.962249999999997,Center Defensive Midfield,0,139142,82,3263,1241,6987,38.989049,59.627079049821546,8,0,0
15986,6578,0,0,42,3,2,38,4,0,1,0,1,0,0,2,0,0,2,0,0,0,0,44,0,0,6,0,1,0,47.33995,Right Wing Back,0,281635,212,6202,4298,13505,150.520012,265.5204560567165,14,0,0
15986,6579,0,0,17,3,2,16,3,0,0,1,3,0,1,1,0,0,3,0,0,0,0,26,0,0,13,0,0,0,47.35565,Right Center Back,0,170912,134,3775,2716,8206,82.535845,79.41239589415318,3,1,1
15986,6582,0,1,28,1,0,21,0,1,3,1,1,0,0,2,0,1,0,3,0,0,0,13,0,0,19,0,2,1,46.5725,Right Center Forward,0,181410,142,3884,2425,8558,63.530857004000005,144.8734459295114,3,1,1
15986,6785,0,0,7,5,0,8,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,27,0,0,0,0,0,0,45.32481666666667,Goalkeeper,0,181292,122,4098,2264,8803,79.764398,46.48264069681155,10,0,0
15986,6826,0,0,13,0,1,12,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,18,0,0,4,0,0,0,29.284116666666666,Left Center Back,0,50839,52,1016,1344,2196,48.703408,49.85677263700002,11,0,0
15986,6888,0,0,19,1,0,16,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,18,0,0,16,0,0,1,46.098616666666665,Left Center Midfield,0,82822,78,1691,2466,3765,56.56150205,76.77039904160773,8,0,0
15986,8206,0,0,64,0,0,52,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,64,0,0,15,0,0,1,47.755116666666666,Right Center Midfield,0,254216,240,5271,6642,11721,141.111123001,153.40713053163762,11,0,0
15986,11392,0,0,60,4,1,57,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,65,0,0,11,0,1,1,47.37591666666666,Left Center Midfield,0,283349,239,5962,6322,13063,224.10067203,347.2794554723686,16,0,0
15986,17276,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5.2753,Right Center Forward,0,33000,18,781,255,1663,4.301048,0.0,0,1,1
15986,20055,0,0,13,4,0,15,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,23,0,0,0,1,0,0,40.823049999999995,Goalkeeper,0,124019,89,2769,1877,6014,68.603049,38.394584402997566,10,0,0
15998,3109,0,0,6,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,18.61211666666667,Left Wing,0,62926,36,1392,691,2660,11.501022,9.403124237432849,3,1,1
15998,3501,0,0,88,2,1,80,1,1,2,1,2,0,0,2,0,0,0,1,0,0,0,84,0,0,9,0,2,0,48.38771666666666,Left Center Midfield,0,603394,415,12815,8273,24719,213.064950015,337.9753145373637,24,0,0
15998,3991,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,5.814616666666667,Right Wing,0,34460,18,804,298,1512,4.633523,0.0,2,1,1
15998,5203,0,0,102,3,2,97,1,1,1,6,7,0,0,3,0,0,0,0,0,0,0,113,0,0,23,0,1,0,47.967866666666666,Center Defensive Midfield,0,743467,528,15682,9894,30218,301.095039027,379.88109224266043,34,0,0
15998,5211,0,0,22,0,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,22.6205,Left Back,0,247955,136,5653,1801,10714,51.548562003,94.63746171243127,20,0,0
15998,5213,0,0,89,7,2,87,6,0,2,0,3,1,2,0,0,0,3,0,0,0,0,108,0,0,6,0,0,0,44.90408333333333,Right Center Back,0,568104,442,11877,8801,22979,327.910754003,456.3569607268857,31,0,0
15998,5246,0,0,17,0,0,13,0,1,1,0,1,0,1,0,0,0,0,3,0,0,0,11,0,0,3,0,0,0,29.030433333333335,Center Forward,0,173099,102,3828,1555,7311,38.574785999999996,107.21630831767212,6,0,0
15998,5470,0,0,93,5,1,89,0,1,1,1,3,0,0,4,0,0,0,1,0,0,0,97,0,0,14,0,2,0,46.09393333333333,Right Center Midfield,0,604784,449,12704,8913,24302,248.101599186,299.0373433913518,22,0,0
15998,5477,0,0,50,2,0,43,0,1,4,0,1,0,1,2,0,0,0,1,0,0,0,37,0,0,15,0,1,1,41.73198333333333,Left Wing,0,285421,233,5838,4780,11229,128.265755003,248.98213677535819,7,0,0
15998,5492,0,0,82,4,0,83,0,0,1,0,3,1,1,1,0,0,1,0,0,0,0,97,0,0,6,1,0,0,47.544533333333334,Left Center Back,0,538668,427,11378,8699,22214,301.172365,390.29388591713405,24,0,0
15998,5503,0,0,92,1,0,90,0,3,10,2,0,0,2,3,0,0,0,4,0,0,0,77,0,0,5,0,2,0,46.68533333333333,Right Wing,0,594924,434,12493,8152,24061,211.167739012,376.93663469294097,18,0,0
15998,6301,0,0,63,0,1,23,0,4,5,2,6,0,4,2,0,0,0,4,0,0,0,18,0,0,36,0,4,0,46.237316666666665,Center Forward,0,333599,244,7028,4826,13443,98.558774,225.30715995473315,6,0,0
15998,6332,0,0,33,1,3,31,1,0,0,2,1,0,3,0,0,0,0,1,0,0,0,41,0,0,8,0,0,1,42.94435,Left Back,0,191376,165,3866,3910,7532,99.870568004,91.66123849746847,7,0,0
15998,6379,0,0,90,3,0,83,1,0,1,5,4,0,0,3,0,0,1,1,0,0,0,99,0,0,11,0,1,0,45.74876666666667,Right Back,0,568962,438,11914,8496,22716,251.650323009,321.175765566898,22,0,0
15998,6598,0,0,14,1,1,14,3,0,0,3,3,0,1,1,0,0,1,1,0,0,0,19,0,0,7,0,0,0,45.090583333333335,Center Back,0,116652,94,2433,1648,4696,63.777802,81.83415088889959,8,0,0
15998,6599,0,0,15,10,2,23,0,0,1,3,3,0,4,0,0,0,0,1,0,0,0,32,0,0,25,1,0,0,45.55425,Left Center Midfield,0,243849,171,5112,3799,9857,102.10248,81.50465800772433,6,0,0
15998,6601,0,0,13,2,1,14,3,1,0,2,3,1,0,2,0,0,0,1,0,0,0,23,0,0,12,0,0,0,43.62793333333333,Left Center Back,0,143828,102,3006,2111,5700,67.9740931,66.42177301501681,8,0,0
15998,6608,0,0,23,2,1,19,0,0,2,1,1,0,1,2,0,0,0,1,0,0,0,14,0,0,28,0,1,1,42.74721666666667,Right Wing,0,180026,136,3757,3015,7321,53.401696,73.69702973210475,8,0,0
15998,6610,0,0,6,4,0,10,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,27,0,0,0,0,0,0,39.769133333333336,Goalkeeper,0,104076,73,2157,1706,4090,128.788073,71.67513076181046,12,0,0
15998,6616,0,0,30,1,1,24,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,0,0,1,43.94056666666667,Center Forward,0,105598,101,2066,2777,3950,66.489565003,85.18131526341689,4,1,1
15998,6666,0,0,5,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,11.1062,Right Center Midfield,0,45036,24,1041,307,1975,4.764169,11.40175425099138,1,1,1
15998,6667,0,0,19,2,6,20,0,1,4,2,3,0,2,0,0,0,1,0,0,0,0,19,0,0,34,0,0,1,44.3233,Right Center Midfield,0,207888,158,4274,3093,8252,65.773633,66.6193760176933,4,1,1
15998,6738,0,0,21,5,0,25,3,0,3,2,1,0,1,1,0,0,1,1,0,0,0,30,0,0,12,0,2,0,46.14123333333334,Right Wing Back,0,245261,160,5284,3123,10058,84.420864,151.4008007789752,12,0,0
15998,6834,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,18.284633333333332,Left Wing,0,64905,36,1478,412,2798,9.383706,1.4142135623730951,1,1,1
15998,11730,0,0,22,2,0,24,1,3,4,0,0,0,3,0,0,0,1,1,0,0,0,35,0,0,24,0,0,0,45.29885,Left Wing Back,0,220540,167,4590,3274,8719,121.215993,139.30056857535348,8,0,0
15998,16212,0,0,29,4,1,28,0,2,6,2,3,0,1,0,0,0,1,1,0,0,0,26,0,0,42,0,2,1,43.96973333333334,Left Wing,0,244145,201,5002,4000,9623,116.213083,217.0338155952008,4,1,1
15998,17818,0,0,14,1,1,11,5,0,0,1,2,0,0,1,0,0,0,0,0,0,0,20,0,0,5,0,0,0,44.72746666666667,Right Center Back,0,98277,76,2025,1658,3933,59.93588,28.724919915854397,8,0,0
15998,20055,0,0,20,9,0,26,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,37,0,0,0,0,0,0,46.93168333333333,Goalkeeper,0,203573,144,4332,2809,8277,130.430558,93.36572592767371,13,0,0
16010,3023,0,0,24,5,0,23,3,3,2,1,2,0,0,1,0,0,1,1,0,0,0,20,0,0,9,1,2,0,47.43033333333334,Left Midfield,0,177320,144,4442,3239,8900,85.075656,139.67892974076153,8,0,0
16010,3501,0,0,71,6,2,54,1,7,5,0,4,0,0,3,0,0,0,4,0,0,0,46,0,0,8,0,4,0,44.61541666666667,Left Wing,0,377991,317,9437,6898,19005,149.595737004,304.6156296883795,15,0,0
16010,5203,0,1,29,5,1,28,0,1,0,0,3,0,2,3,0,0,0,1,0,0,0,41,0,0,12,0,0,0,40.1481,Right Defensive Midfield,0,376306,254,9573,3897,19467,114.58018,191.51819535349352,18,0,0
16010,5211,0,0,56,6,1,51,2,1,1,0,3,0,1,0,0,0,4,1,0,0,0,72,0,0,11,0,0,0,45.90213333333334,Left Back,0,378565,312,9485,5791,19014,187.85961600000002,286.47419016416933,21,0,0
16010,5213,0,0,63,8,2,67,6,1,1,2,3,0,1,0,0,0,4,0,0,0,0,81,0,0,4,0,0,0,47.93598333333333,Right Center Back,0,462625,370,11591,6705,23258,286.25409801,590.6479061621117,32,0,0
16010,5246,0,0,69,2,1,43,2,1,5,0,1,0,1,7,0,0,1,5,0,0,0,49,0,0,9,0,4,0,46.315733333333334,Center Forward,0,353133,294,8832,5707,17709,121.796379004,230.34417747098723,16,0,0
16010,5470,0,1,90,6,2,80,1,2,0,0,2,0,1,1,0,0,3,2,0,0,0,96,0,0,9,0,3,0,48.02833333333333,Left Defensive Midfield,0,612170,459,15384,7969,30733,305.762562002,513.5077842236539,33,0,0
16010,5477,0,0,46,3,1,42,0,0,10,0,5,0,0,3,0,0,0,2,0,0,0,36,0,0,15,0,2,1,44.97475,Right Wing,0,263925,236,6560,4751,13130,125.681785,270.81425354298676,10,0,0
16010,5503,0,1,31,2,0,26,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,23,0,0,2,0,5,0,38.60435,Center Attacking Midfield,0,269209,192,6839,2542,13890,80.602093,179.49380805355102,5,0,0
16010,6374,0,0,48,7,3,49,3,2,3,0,6,0,1,1,0,0,2,1,0,0,0,61,0,0,13,0,1,0,47.25136666666666,Right Back,0,372271,299,9316,6943,18789,195.432459,266.85804519296005,22,0,0
16010,6379,0,0,36,2,0,36,1,0,1,0,2,0,1,3,0,0,1,0,0,0,0,39,0,0,5,0,0,1,45.12525,Center Defensive Midfield,0,149857,151,3636,3522,7102,105.076273001,202.06185427198946,12,0,0
16010,6389,0,0,3,2,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,8,0,0,0,25.299249999999997,Left Defensive Midfield,0,79781,52,2040,774,4152,21.722148999999998,45.43408089541251,3,1,1
16010,6390,0,0,29,4,2,24,3,1,4,2,3,0,1,2,0,0,2,2,0,0,0,25,0,0,15,0,0,0,43.68128333333333,Right Midfield,0,200523,175,4993,3349,9958,89.563434,203.72131669680732,7,0,0
16010,6391,0,0,33,5,1,16,3,1,1,3,10,0,5,1,0,1,1,3,0,0,0,23,0,0,28,0,2,0,47.190083333333334,Right Center Forward,0,256967,214,6454,3686,13001,98.079001003,83.14429281975463,5,0,0
16010,6393,0,0,26,2,2,16,1,1,4,2,6,0,1,1,0,0,0,3,0,0,0,14,0,0,17,0,2,1,44.72585,Left Center Forward,0,149289,139,3726,2630,7430,72.016748003,224.73500885515014,5,0,0
16010,6394,0,0,10,1,0,5,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,6,0,0,3,0,0,0,13.397400000000001,Left Center Forward,0,104446,62,2674,863,5439,16.938817003,15.625162518341433,6,0,0
16010,6396,0,0,23,4,1,20,1,2,0,4,3,0,2,1,0,0,3,0,0,0,0,26,0,0,10,0,0,1,44.08625,Left Defensive Midfield,0,121723,129,2983,3176,5954,76.133446,76.3091061417993,3,1,1
16010,6616,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,1,0,10.180033333333334,Right Wing,0,77919,48,1990,877,4046,17.208057,23.176116870362776,7,0,0
16010,6649,0,0,18,7,2,25,2,1,1,2,7,0,2,0,0,0,3,1,0,0,0,39,0,0,27,0,1,0,45.51191666666667,Right Back,0,217989,200,5443,3862,10922,117.534372003,150.5527720411,9,0,0
16010,6665,0,0,7,1,0,7,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,12,0,0,4,0,0,1,22.726366666666667,Left Center Back,0,13362,36,316,1344,697,32.262989,38.52668663095989,6,0,0
16010,6775,0,0,24,10,2,28,3,3,0,2,5,0,5,2,0,0,2,0,0,0,0,34,0,0,16,0,0,0,45.74836666666667,Right Defensive Midfield,0,208157,194,5190,4182,10413,92.383694003,108.99256979404393,8,0,0
16010,6789,0,0,17,2,0,10,5,0,0,2,4,0,4,0,0,0,0,2,0,0,0,23,0,0,15,0,1,0,47.86096666666666,Left Back,0,121054,116,3017,2533,6027,69.827036,49.82079551379364,5,0,0
16010,6826,0,0,57,2,0,57,4,1,1,1,6,0,0,3,0,0,2,1,0,0,0,70,0,0,9,0,0,0,46.24746666666667,Left Center Back,0,385736,321,9649,5722,19362,211.683783,351.5512232619766,23,0,0
16010,6877,0,0,12,8,3,17,8,0,1,1,1,0,3,1,0,0,3,0,0,0,0,24,0,0,13,0,0,0,44.96705,Right Center Back,0,194581,156,4881,2925,9818,79.26858299999999,72.01623601771567,7,0,0
16010,8206,0,0,33,4,1,32,2,2,0,0,6,0,1,0,0,0,1,0,0,0,0,37,0,0,15,1,0,1,44.52715,Right Center Midfield,0,146489,150,3561,4672,6972,109.863320002,115.34153433704292,12,0,0
16010,11744,0,1,5,1,3,7,5,0,0,0,3,0,1,0,0,0,4,0,0,0,0,13,0,0,10,0,0,0,43.72431666666667,Left Center Back,0,105453,80,2626,1524,5210,39.507322,46.11189644420489,8,0,0
16010,11748,0,0,9,4,0,12,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,30,0,0,0,0,0,0,44.51278333333333,Goalkeeper,0,124812,111,3121,2221,6294,187.380953,104.88484255970377,9,0,0
16010,20055,0,0,20,3,0,21,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,34,0,0,0,0,0,0,43.82508333333333,Goalkeeper,0,131011,126,3256,2467,6501,108.0459311,82.44572999016574,9,0,0
16023,3437,0,0,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,6.690783333333333,Left Defensive Midfield,0,100593,48,2033,684,4413,18.165184,28.380141891115322,8,0,0
16023,3457,0,0,49,3,2,17,0,0,0,0,3,0,1,2,0,0,0,4,0,0,0,26,0,0,17,0,3,0,45.462149999999994,Right Center Forward,0,265022,194,5480,3743,14050,75.616379,81.30688927165991,3,1,1
16023,3501,0,1,87,3,4,86,0,1,3,1,0,0,0,3,0,0,0,2,0,0,0,84,0,0,8,0,1,1,45.32365,Left Wing,0,607994,423,12579,8591,32402,262.657148003,457.3378663898616,27,0,0
16023,4367,0,0,4,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,1,1,0,0,0,1,10.3289,Left Midfield,0,4369,18,104,399,172,10.279056,53.223566918014896,4,1,1
16023,5186,0,0,40,4,3,32,1,0,1,1,4,0,5,2,0,0,2,0,0,0,0,36,0,0,30,0,2,0,45.69218333333333,Left Midfield,0,389520,256,8013,4520,20665,146.425630003,355.2715067704814,12,0,0
16023,5203,1,0,121,4,2,122,0,0,0,0,3,0,0,2,0,1,2,1,0,0,0,137,0,0,19,0,0,0,46.526666666666664,Center Defensive Midfield,0,961217,639,19808,12184,49784,343.85281102,488.7816040924257,46,0,0
16023,5211,0,0,129,1,1,120,2,0,1,0,2,0,0,1,0,0,1,0,0,0,0,133,0,0,4,0,1,0,46.33518333333333,Left Back,0,894837,597,18485,12181,46965,294.490696012,312.5848340914724,46,0,0
16023,5213,0,0,75,3,3,70,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,94,0,0,3,0,0,0,46.30238333333333,Right Center Back,0,525075,381,10875,7774,27832,251.341553002,404.5578641289224,26,0,0
16023,5246,0,1,50,2,0,44,1,3,2,0,2,0,1,0,0,0,1,4,0,0,0,37,0,0,9,0,2,0,45.51455,Center Forward,0,367291,236,7592,5034,19616,100.959303,164.2298154484197,15,0,0
16023,5470,0,0,112,9,1,115,0,2,1,1,2,0,0,2,0,0,1,1,0,0,0,124,0,0,5,0,0,0,46.49173333333333,Right Center Midfield,0,878814,568,18145,10090,45445,330.5088371,585.4970338945875,41,0,0
16023,5477,0,0,13,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,7.270733333333334,Left Wing,0,159920,74,3234,960,6939,40.060041,122.62150470504824,11,0,0
16023,5503,0,0,100,2,0,97,0,1,5,0,1,0,1,1,0,0,0,0,0,0,0,91,0,0,11,0,6,0,43.26175,Right Wing,0,742576,482,15290,9260,38714,259.645616,490.48229276687204,31,0,0
16023,5718,0,0,10,1,0,8,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,22.705566666666666,Left Center Forward,0,134128,68,2710,1208,5997,29.095691000000002,69.90521287437915,3,1,1
16023,6332,0,0,67,3,1,67,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,80,0,0,8,0,0,0,45.946000000000005,Left Center Back,0,512678,348,10592,7353,26650,227.065453,481.7408137865715,30,0,0
16023,6374,0,0,59,1,3,63,0,0,2,0,3,0,1,1,0,0,3,0,0,0,0,67,0,0,10,1,0,0,46.48243333333333,Right Back,0,462470,318,9544,5925,24482,195.297901,308.69137416345694,17,0,0
16023,6401,0,0,26,2,2,15,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,1,1,44.95448333333333,Left Center Forward,0,139727,115,2930,2701,8248,69.629034,138.36635669377418,4,1,1
